Case Created On,Status,Agent,Title,Origin,Is Escalated,Subject,CSAT Label,Resolution Minutes,Severity,Is SLA Violation,CSAT,SLA Compliance Goal,Resolution Minutes Goal,CSAT Goal,Escalations Goal,Minutes to First Contact,Activities,Topic,CaseSeq,SystemUserSeq,AccountSeq,ProductSeq
5/19/2021,Closed,Greg Winston,Stand-alone motivating toolset,Chat,FALSE,General,5-Very Satisfied,75,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,1324,13,1016,2
5/19/2021,Closed,Greg Winston,Managed motivating project,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,1328,13,1022,2
5/19/2021,Closed,Sanjay Shah,Versatile methodical product,Chat,FALSE,General,5-Very Satisfied,71,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,1334,8,1257,2
5/19/2021,Closed,Eric Gruber,Function-based multi-tasking success,Chat,FALSE,General,5-Very Satisfied,43,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,1340,2,1026,5
5/18/2021,Closed,Julian Isla,Assimilated maximized neural-net,Chat,FALSE,General,5-Very Satisfied,74,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,1361,4,1278,1
5/18/2021,Closed,Eric Gruber,Secured asymmetric concept,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Stand-up Desks | General,1379,2,1253,10
5/18/2021,Closed,Eric Gruber,Fundamental tertiary adapter,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,1390,2,1203,3
5/17/2021,Closed,Alan Steiner,Upgradable scalable synergy,Chat,FALSE,General,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,1441,10,1236,2
5/17/2021,Closed,Alan Steiner,Monitored radical ability,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Desktops | General,1454,10,1095,6
5/17/2021,Closed,Eric Gruber,Assimilated actuating secured line,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,1480,2,1000,1
5/14/2021,Closed,Anne Weiler,Universal scalable monitoring,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,1539,12,1188,2
5/14/2021,Closed,Sanjay Shah,Progressive modular protocol,Chat,FALSE,General,5-Very Satisfied,71,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,1550,8,1257,4
5/14/2021,Closed,Spencer Low,Organic directional groupware,Chat,FALSE,General,5-Very Satisfied,82,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,1567,7,1007,4
5/13/2021,Closed,Alan Steiner,Optional mission-critical matrix,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,1610,10,1058,3
5/13/2021,Closed,Eric Gruber,Exclusive asynchronous architecture,Chat,FALSE,General,5-Very Satisfied,47,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,1627,2,1204,5
5/13/2021,Closed,Eric Gruber,User-friendly local benchmark,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,1666,2,1000,2
5/12/2021,Closed,Molly Clark,Automated human-resource database,Chat,FALSE,General,5-Very Satisfied,53,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,1691,1,1025,5
5/12/2021,Closed,Eric Gruber,Organic even-keeled data-warehouse,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,1735,2,1148,1
5/11/2021,Closed,Spencer Low,Virtual motivating task-force,Chat,FALSE,General,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,1762,7,1002,4
5/11/2021,Closed,Anne Weiler,Seamless asymmetric groupware,Chat,FALSE,General,5-Very Satisfied,70,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,1771,12,1187,3
5/11/2021,Closed,Sanjay Shah,Integrated needs-based concept,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,1789,8,1231,2
5/10/2021,Closed,Greg Winston,Optimized maximized moratorium,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,1854,13,1020,2
5/10/2021,Closed,Greg Winston,Down-sized modular algorithm,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,1856,13,1022,4
5/10/2021,Closed,Sanjay Shah,Organized leading edge time-frame,Chat,FALSE,General,5-Very Satisfied,65,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,1862,8,1257,1
5/7/2021,Closed,Julian Isla,Re-engineered 24 hour success,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,1981,4,1198,2
5/5/2021,Closed,Anne Weiler,Enhanced 6th generation hierarchy,Chat,FALSE,General,5-Very Satisfied,52,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,2138,12,1199,5
5/4/2021,Closed,Alan Steiner,Innovative zero defect firmware,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,2172,10,1271,3
4/30/2021,Closed,Eric Gruber,Expanded background projection,Chat,FALSE,General,5-Very Satisfied,75,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,2349,2,1023,4
4/30/2021,Closed,Anne Weiler,Cross-group holistic solution,Chat,FALSE,General,5-Very Satisfied,82,Normal,FALSE,5,90%,120,3.75,20%,6,1,Stand-up Desks | General,2389,12,1170,10
4/29/2021,Closed,Sanjay Shah,Monitored system-worthy adapter,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,2405,8,1211,3
4/29/2021,Closed,Sanjay Shah,Inverse national definition,Chat,FALSE,General,5-Very Satisfied,76,Normal,FALSE,5,90%,120,3.75,20%,6,1,Desktops | General,2407,8,1104,6
4/29/2021,Closed,Anne Weiler,User-friendly intangible core,Chat,FALSE,General,5-Very Satisfied,48,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,2414,12,1282,5
4/29/2021,Closed,Anne Weiler,Mandatory homogeneous circuit,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,2446,12,1189,2
4/29/2021,Closed,Julian Isla,Innovative client-driven task-force,Chat,FALSE,General,5-Very Satisfied,48,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,2448,4,1242,5
4/29/2021,Closed,Sanjay Shah,Profit-focused didactic portal,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,2463,8,1223,4
4/29/2021,Closed,Spencer Low,Secured impactful architecture,Chat,FALSE,General,5-Very Satisfied,72,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,2464,7,1185,1
4/28/2021,Closed,Greg Winston,Extended zero defect definition,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,2497,13,1068,1
4/28/2021,Closed,Molly Clark,Down-sized bi-directional product,Chat,FALSE,General,5-Very Satisfied,55,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,2512,1,1292,5
4/28/2021,Closed,Greg Winston,Multi-layered tangible task-force,Chat,FALSE,General,5-Very Satisfied,65,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,2517,13,1044,1
4/28/2021,Closed,Anne Weiler,Visionary exuding framework,Chat,FALSE,General,5-Very Satisfied,68,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,2543,12,1046,3
4/27/2021,Closed,Alan Steiner,Fundamental static matrix,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Desktops | General,2560,10,1245,6
4/27/2021,Closed,Greg Winston,Sharable bottom-line moderator,Chat,FALSE,General,5-Very Satisfied,71,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,2564,13,1033,4
4/27/2021,Closed,Eric Gruber,Integrated exuding service-desk,Chat,FALSE,General,5-Very Satisfied,71,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,2577,2,1234,1
4/27/2021,Closed,Alan Steiner,Ergonomic optimizing project,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,2588,10,1238,4
4/27/2021,Closed,Eric Gruber,Robust high-level framework,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,2590,2,1000,2
4/27/2021,Closed,Sanjay Shah,Horizontal didactic moderator,Chat,FALSE,General,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,2609,8,1149,2
4/27/2021,Closed,Sanjay Shah,Adaptive methodical strategy,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Desktops | General,2611,8,1299,6
4/27/2021,Closed,Greg Winston,Organic homogeneous leverage,Chat,FALSE,General,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,2612,13,1028,2
4/26/2021,Closed,Anne Weiler,Integrated bottom-line access,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,2638,12,1050,4
4/26/2021,Closed,Molly Clark,Synchronised analyzing product,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,2645,1,1072,3
4/26/2021,Closed,Julian Isla,Managed uniform capability,Chat,FALSE,General,5-Very Satisfied,70,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,2652,4,1221,3
4/26/2021,Closed,Anne Weiler,Streamlined coherent interface,Chat,FALSE,General,5-Very Satisfied,72,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,2667,12,1183,1
4/26/2021,Closed,Eric Gruber,Focused optimizing secured line,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,2679,2,1265,3
4/26/2021,Closed,Alan Steiner,Cross-group multi-state array,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,2696,10,1272,2
4/23/2021,Closed,Anne Weiler,Extended bottom-line workforce,Chat,FALSE,General,5-Very Satisfied,72,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,2769,12,1150,1
4/22/2021,Closed,Alan Steiner,Persevering systematic moratorium,Chat,FALSE,General,5-Very Satisfied,43,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,2814,10,1272,5
4/22/2021,Closed,Anne Weiler,Adaptive eco-centric encryption,Chat,FALSE,General,5-Very Satisfied,48,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,2821,12,1191,5
4/22/2021,Closed,Anne Weiler,Intuitive encompassing support,Chat,FALSE,General,5-Very Satisfied,52,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,2830,12,1170,5
4/21/2021,Closed,Greg Winston,Synergized dynamic moderator,Chat,FALSE,General,5-Very Satisfied,65,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,2892,13,1016,3
4/21/2021,Closed,Anne Weiler,Open-source fault-tolerant strategy,Chat,FALSE,General,5-Very Satisfied,48,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,2929,12,1172,5
4/20/2021,Closed,Anne Weiler,Stand-alone intangible archive,Chat,FALSE,General,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,2972,12,1190,3
4/20/2021,Closed,Molly Clark,Optimized directional synergy,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,2977,1,1243,3
4/19/2021,Closed,Anne Weiler,Persistent coherent alliance,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3048,12,1150,4
4/19/2021,Closed,Spencer Low,Balanced composite implementation,Chat,FALSE,General,5-Very Satisfied,46,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,3078,7,1097,5
4/19/2021,Closed,Eric Gruber,Organic zero defect contingency,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,3080,2,1000,3
4/19/2021,Closed,Molly Clark,Monitored global parallelism,Chat,FALSE,General,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,3088,1,1008,3
4/19/2021,Closed,Molly Clark,Virtual asynchronous adapter,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,3095,1,1233,3
4/16/2021,Closed,Eric Gruber,Configurable uniform software,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,3137,2,1026,3
4/16/2021,Closed,Anne Weiler,Operative 4th generation function,Chat,FALSE,General,5-Very Satisfied,48,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,3139,12,1183,5
4/16/2021,Closed,Anne Weiler,Digitized motivating hardware,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3158,12,1163,4
4/16/2021,Closed,Greg Winston,Assimilated national firmware,Chat,FALSE,General,5-Very Satisfied,71,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,3184,13,1028,1
4/15/2021,Closed,Eric Gruber,Reduced 6th generation project,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3241,2,1026,4
4/15/2021,Closed,Sanjay Shah,Versatile 24 hour solution,Chat,FALSE,General,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3247,8,1218,4
4/15/2021,Closed,Anne Weiler,Balanced reciprocal application,Chat,FALSE,General,5-Very Satisfied,68,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,3251,12,1159,3
4/15/2021,Closed,Alan Steiner,Programmable explicit frame,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3264,10,1249,4
4/15/2021,Closed,Anne Weiler,Synergistic leading edge array,Chat,FALSE,General,5-Very Satisfied,76,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,3265,12,1124,1
4/14/2021,Closed,Alan Steiner,Ameliorated clear-thinking hub,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,3292,10,1250,3
4/14/2021,Closed,Anne Weiler,Cross-group systematic synergy,Chat,FALSE,General,5-Very Satisfied,72,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,3324,12,1170,3
4/14/2021,Closed,Spencer Low,Profound systemic matrices,Chat,FALSE,General,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3340,7,1002,4
4/13/2021,Closed,Sanjay Shah,Right-sized user-facing alliance,Chat,FALSE,General,5-Very Satisfied,47,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,3357,8,1149,5
4/13/2021,Closed,Sanjay Shah,Innovative dedicated groupware,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,3359,8,1299,2
4/13/2021,Closed,Eric Gruber,Seamless responsive neural-net,Chat,FALSE,General,5-Very Satisfied,65,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,3361,2,1023,3
4/12/2021,Closed,Sanjay Shah,Diverse exuding infrastructure,Chat,FALSE,General,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3445,8,1149,4
4/12/2021,Closed,Anne Weiler,Integrated multi-state core,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3478,12,1174,4
4/12/2021,Closed,Spencer Low,Polarised stable secured line,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3494,7,1032,4
4/9/2021,Closed,Greg Winston,Versatile didactic encoding,Chat,FALSE,General,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3536,13,1028,4
4/9/2021,Closed,Greg Winston,Virtual neutral flexibility,Chat,FALSE,General,5-Very Satisfied,75,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,3570,13,1016,2
4/8/2021,Closed,Sanjay Shah,Streamlined national migration,Chat,FALSE,General,5-Very Satisfied,71,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3666,8,1257,4
4/7/2021,Closed,Julian Isla,Public-key impactful extranet,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3721,4,1001,4
4/5/2021,Closed,Anne Weiler,Integrated bottom-line access,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,3859,12,1180,4
3/31/2021,Closed,Alan Steiner,Polarised logistical product,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,4091,10,1279,2
3/31/2021,Closed,Alan Steiner,Open-source intermediate capacity,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,4097,10,1095,1
3/31/2021,Closed,Eric Gruber,Implemented empowering attitude,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,4099,2,1148,1
3/31/2021,Closed,Alan Steiner,Compatible static projection,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,4103,10,1209,2
3/31/2021,Closed,Alan Steiner,Sharable coherent groupware,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Desktops | General,4111,10,1238,6
3/31/2021,Closed,Greg Winston,Quality-focused encompassing synergy,Chat,FALSE,General,5-Very Satisfied,43,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,4144,13,1022,5
3/31/2021,Closed,Eric Gruber,Re-engineered mobile adapter,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Desktops | General,4145,2,1015,6
3/30/2021,Closed,Alan Steiner,Reactive intangible capability,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,4164,10,1083,2
3/30/2021,Closed,Eric Gruber,Universal client-server model,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,4177,2,1121,2
3/30/2021,Closed,Molly Clark,Expanded bottom-line portal,Chat,FALSE,General,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,4225,1,1008,3
3/30/2021,Closed,Sanjay Shah,Adaptive eco-centric encryption,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,4227,8,1116,3
3/29/2021,Closed,Greg Winston,Stand-alone mobile adapter,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Desktops | General,4247,13,1014,6
3/29/2021,Closed,Sanjay Shah,Compatible tangible hierarchy,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,4258,8,1108,2
3/29/2021,Closed,Greg Winston,Reduced homogeneous time-frame,Chat,FALSE,General,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,4303,13,1028,2
3/25/2021,Closed,Sanjay Shah,Universal tertiary info-mediaries,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,4410,8,1146,1
3/25/2021,Closed,Sanjay Shah,Up-sized tertiary structure,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,4413,8,1108,4
3/25/2021,Closed,Anne Weiler,Inverse holistic toolset,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,4414,12,1107,2
3/25/2021,Closed,Alan Steiner,Realigned global contingency,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,4420,10,1260,3
3/25/2021,Closed,Eric Gruber,Self-enabling national website,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,4434,2,1137,4
3/25/2021,Closed,Spencer Low,Optional even-keeled adapter,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Webcams | General,4436,7,1175,4
3/24/2021,Closed,Eric Gruber,Advanced heuristic framework,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,4508,2,1026,1
3/18/2021,Closed,Eric Gruber,Persistent coherent alliance,Chat,FALSE,General,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,4846,2,1110,2
3/17/2021,Closed,Alan Steiner,Self-enabling clear-thinking archive,Chat,FALSE,General,5-Very Satisfied,47,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,4899,10,1260,5
3/17/2021,Closed,Alan Steiner,Face to face static collaboration,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,4904,10,1249,1
3/17/2021,Closed,Anne Weiler,Multi-tiered executive time-frame,Chat,FALSE,General,5-Very Satisfied,76,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,4940,12,1199,1
3/16/2021,Closed,Greg Winston,Upgradable multi-state flexibility,Chat,FALSE,General,5-Very Satisfied,41,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | General,4990,13,1044,5
3/12/2021,Closed,Spencer Low,Advanced national time-frame,Chat,FALSE,General,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,5144,7,1002,2
3/11/2021,Closed,Anne Weiler,Universal scalable monitoring,Chat,FALSE,General,5-Very Satisfied,76,Normal,FALSE,5,90%,120,3.75,20%,6,1,Design app | General,5234,12,1039,2
3/11/2021,Closed,Eric Gruber,Optional mission-critical matrix,Chat,FALSE,General,5-Very Satisfied,61,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,5256,2,1129,3
3/10/2021,Closed,Greg Winston,Assimilated maximized neural-net,Chat,FALSE,General,5-Very Satisfied,71,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,5318,13,1012,1
3/8/2021,Closed,Eric Gruber,Grass-roots discrete matrix,Chat,FALSE,General,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | General,5465,2,1015,9
2/26/2021,Closed,Anne Weiler,Organized leading edge time-frame,Chat,FALSE,General,5-Very Satisfied,72,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,5925,12,1159,1
2/26/2021,Closed,Sanjay Shah,Upgradable exuding hierarchy,Chat,FALSE,General,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | General,5941,8,1299,1
2/26/2021,Closed,Eric Gruber,Balanced local parallelism,Chat,FALSE,General,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | General,5950,2,1148,3
